HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.ground_url,Input.audio_url,Answer.experiment3-identify-speaker.label,Approve,Reject
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3T3IWE1XGAVT5EEICCBNQ58QDWHTQ7,A3DTPGXKABAFEJ,Submitted,Sat Oct 08 03:12:48 PDT 2022,Sat Oct 08 03:13:29 PDT 2022,Thu Oct 13 03:13:29 PDT 2022,,,,41,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3GNCZX450MV3Q6EU6Z5HVVSOKBAPAR,A3GCX5GY53FP1Z,Submitted,Sat Oct 08 03:12:57 PDT 2022,Sat Oct 08 03:14:53 PDT 2022,Thu Oct 13 03:14:53 PDT 2022,,,,116,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,39O5D9O87X0KCW65SF41ONFBFI3C34,A3HM6YWRIN2SPD,Submitted,Sat Oct 08 03:12:37 PDT 2022,Sat Oct 08 03:13:50 PDT 2022,Thu Oct 13 03:13:50 PDT 2022,,,,73,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3SKEMFQBZ7DOWROZW9GV3N0U0D4K8H,A3J5X3JP4V95WP,Submitted,Sat Oct 08 03:13:02 PDT 2022,Sat Oct 08 03:13:35 PDT 2022,Thu Oct 13 03:13:35 PDT 2022,,,,33,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,34FNN24DCQH0TEUE2QAJ0B5EW2CY5O,ASEOV24KBMKUS,Submitted,Sat Oct 08 03:13:17 PDT 2022,Sat Oct 08 03:13:39 PDT 2022,Thu Oct 13 03:13:39 PDT 2022,,,,22,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
34YWR3PJ3BI9BIK9AMD3BI6LZXV0XX,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3M0NZ3JDP560Y44JYCC2EIEG2WGZ5G,AYMJAMX7Z7YHG,Submitted,Sat Oct 08 03:13:08 PDT 2022,Sat Oct 08 03:15:40 PDT 2022,Thu Oct 13 03:15:40 PDT 2022,,,,152,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=9/zhezhao/zhezhao-9-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=9/zhezhao/tanhuiyu-9-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,352YTHGROZLWB00PELNL9J4X6A54HR,A12TVLFK1QR9SK,Submitted,Sat Oct 08 03:13:19 PDT 2022,Sat Oct 08 03:14:55 PDT 2022,Thu Oct 13 03:14:55 PDT 2022,,,,96,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3PEIJLRY6X156SJOTVBQ7XBIETMWXX,A1MLGPHRH8MX2M,Submitted,Sat Oct 08 03:13:31 PDT 2022,Sat Oct 08 03:18:02 PDT 2022,Thu Oct 13 03:18:02 PDT 2022,,,,271,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3BXQMRHWK36HKCVFKOUGESANM9RMU4,A1WB4OMJFL3TFB,Submitted,Sat Oct 08 03:12:49 PDT 2022,Sat Oct 08 03:15:19 PDT 2022,Thu Oct 13 03:15:19 PDT 2022,,,,150,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,33LK57MYLXD1462UA8PA7TO8GGOZSI,A2BHV9H5BC2JJV,Submitted,Sat Oct 08 03:13:38 PDT 2022,Sat Oct 08 03:14:29 PDT 2022,Thu Oct 13 03:14:29 PDT 2022,,,,51,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,37TRT2X24UZCN5GOH00TTAQITUPJBG,A3OK13TYU0OUUQ,Submitted,Sat Oct 08 03:12:25 PDT 2022,Sat Oct 08 03:12:55 PDT 2022,Thu Oct 13 03:12:55 PDT 2022,,,,30,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3AQF3RZ55CQQCRDX2JS03WCYMMYF6P,A69HWH4QYTZ19,Submitted,Sat Oct 08 03:13:34 PDT 2022,Sat Oct 08 03:14:03 PDT 2022,Thu Oct 13 03:14:03 PDT 2022,,,,29,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,36NEMU28XJLUCGKKFO9HWGVK7P2WMD,AC7XVCRQKTKMQ,Submitted,Sat Oct 08 03:12:42 PDT 2022,Sat Oct 08 03:15:26 PDT 2022,Thu Oct 13 03:15:26 PDT 2022,,,,164,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Not Sure - I am not sure,x,
30EV7DWJUY3TPYWYH7FM3XNLE6AY61,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3LKC68YZ3EBICJ5WS4OUOKKP2PHWOS,AIZ54BV7Y98GC,Submitted,Sat Oct 08 03:12:44 PDT 2022,Sat Oct 08 03:15:25 PDT 2022,Thu Oct 13 03:15:25 PDT 2022,,,,161,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=2/tanhuiyu/tanhuiyu-2-1.wav,https://golferchen.github.io/human-study-usenix/white-box/text=2/tanhuiyu/zhezhao-2-4.wav,Different - The two audio samples are uttered by two different persons,x,
3OYHVNTV6W6OUZDLDO0PBPU11RVOKL,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,382M9COHELNJ8O323Q6X1K5ED70UEN,A1P3AU41YZVY4G,Submitted,Sat Oct 08 03:12:57 PDT 2022,Sat Oct 08 03:18:10 PDT 2022,Thu Oct 13 03:18:10 PDT 2022,,,,313,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=3/zhangyedi/zhangyedi-3-3.wav,https://golferchen.github.io/human-study-usenix/clean/text=3/tanhuiyu/tanhuiyu-3-2.wav,Different - The two audio samples are uttered by two different persons,x,
3OYHVNTV6W6OUZDLDO0PBPU11RVOKL,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3QIYRE09Y7P7TXPHU1ZWG5UQG241NK,A1Q3TZJ0LEN41M,Submitted,Sat Oct 08 03:12:58 PDT 2022,Sat Oct 08 03:17:50 PDT 2022,Thu Oct 13 03:17:50 PDT 2022,,,,292,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=3/zhangyedi/zhangyedi-3-3.wav,https://golferchen.github.io/human-study-usenix/clean/text=3/tanhuiyu/tanhuiyu-3-2.wav,Different - The two audio samples are uttered by two different persons,x,
3OYHVNTV6W6OUZDLDO0PBPU11RVOKL,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,35DR22AR5HS8FUH0JB0O200LG0RX3R,A2WZ22WG3UEH87,Submitted,Sat Oct 08 03:12:54 PDT 2022,Sat Oct 08 03:14:40 PDT 2022,Thu Oct 13 03:14:40 PDT 2022,,,,106,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=3/zhangyedi/zhangyedi-3-3.wav,https://golferchen.github.io/human-study-usenix/clean/text=3/tanhuiyu/tanhuiyu-3-2.wav,Different - The two audio samples are uttered by two different persons,x,
3OYHVNTV6W6OUZDLDO0PBPU11RVOKL,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,33PPUNGG3CDP3R2HVJP5HJJCUE5ZRU,A3DTPGXKABAFEJ,Submitted,Sat Oct 08 03:13:30 PDT 2022,Sat Oct 08 03:13:54 PDT 2022,Thu Oct 13 03:13:54 PDT 2022,,,,24,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=3/zhangyedi/zhangyedi-3-3.wav,https://golferchen.github.io/human-study-usenix/clean/text=3/tanhuiyu/tanhuiyu-3-2.wav,Different - The two audio samples are uttered by two different persons,x,
3OYHVNTV6W6OUZDLDO0PBPU11RVOKL,3J6XXRWLEOZFP55RL5RN5S07NQ6PFP,Do the two audio samples belong to the same person?,Listen the audio pairs and tell whether they are uttered by the same person?,"audio, voice, speaker, utterence,person",$0.01,Sat Oct 08 03:12:05 PDT 2022,10,BatchId:4895177;OriginalHitTemplateId:928390811;,600,432000,Mon Nov 07 02:12:05 PST 2022,,,3TPZPLC3M4K36LF9XKQ78NEIE1IP3V,A3HM6YWRIN2SPD,Submitted,Sat Oct 08 03:12:39 PDT 2022,Sat Oct 08 03:14:54 PDT 2022,Thu Oct 13 03:14:54 PDT 2022,,,,135,0% (0/0),0% (0/0),0% (0/0),https://golferchen.github.io/human-study-usenix/clean/text=3/zhangyedi/zhangyedi-3-3.wav,https://golferchen.github.io/human-study-usenix/clean/text=3/tanhuiyu/tanhuiyu-3-2.wav,Different - The two audio samples are uttered by two different persons,x,
